Sales org./Plant,Material,X-plant matl status,Material Type,Special procurement,Serial no. profile,Material description,Revision Level,Valid From,Change Number,Procurement type,Mat. Grp. Descr.,Fam. Grp. Descr.,Product hierarchy level 1,Product hierarchy,Prod. Seg. Descr.,Product Line,Base Unit of Measure,Country of origin,Comm./imp. code no.,Mat. Price,Price unit,Plant-sp.matl status,ACS part Type,Annual demand,Average cons. past 12 mons.,Forecast days,Plant stock,Consumption past month12,Consumption past month11,Consumption past month10,Consumption past month9,Consumption past month8,Consumption past month7,Consumption past month6,Consumption past month5,Consumption past month4,Consumption past month3,Consumption past month2,Consumption past month1,Forecast current month(1),Forecast month(2,Forecast month(3),Forecast month(4),Forecast month(5),Forecast month(6),Forecast month(7),Forecast month(8),Forecast month(9),Forecast month(10),Forecast month(11),Forecast month(12)
1000,007200037,AA,MP,,,"FLEXSTRIP   6P P.1,27 L=50,8 NOMEX",,,,,Connectors,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,010138008,AA,MP,,,SCREW M 2  X  6  UNI 7687 WZ,,,,,"Screw,Washers,ORings",HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,068000134,AA,MP,SK,,"DISPLAY LCD 2,8"" 320X240 TFT",,,,F,Display,MOB,JOYA*,JOYA*OTHERCOMPNT,MC STORE AUTOMATION,Joya Other RM/Subass,N,VN,8473.30.5100,12.0000,1,D0,,0.000,0.000,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,068000178,AA,MP,,,"LED,RED,660NM,BIN 1-4,120DEG,250MA,SMD",,,,,Optoelectronics,FRS,FRSBU,FRSBUOTHERCOMPNT,FRS OTHER,FRS BU Other RM/Suba,N,,,0.3400,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,068000179,AA,MP,,,"LED,RED,660NM,BIN 5-7,120DEG,250MA,SMD",,,,,Optoelectronics,FRS,FRSBU,FRSBUOTHERCOMPNT,FRS OTHER,FRS BU Other RM/Suba,N,,,0.3400,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,068000180,AA,MP,,,"LED,RED,660NM,VF 1.7-2.3V,120DEG,SMD",,,,,Optoelectronics,FRS,FRSBU,FRSBUOTHERCOMPNT,FRS OTHER,FRS BU Other RM/Suba,N,,,0.3300,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,068000181,AA,MP,,,"LED,RED,660NM,VF 2.3-2.6V,120DEG,SMD",,,,,Optoelectronics,FRS,FRSBU,FRSBUOTHERCOMPNT,FRS OTHER,FRS BU Other RM/Suba,N,,,0.3300,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,50-0043-00,,SL,,,"ASSY,PM8500-DK (16KEYS) SB5135",,,,,,HHS,42500,425000003042531,HHS RUGGED,PowerScan 85X0 Mobil,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,652679010,ST,SL,SK,,GEL-3380 SMD NEW JOYA I/O BOARD,,,,F,CM - PCBA,MOB,JOYA*,JOYA*OTHERCOMPNT,MC STORE AUTOMATION,Joya Other RM/Subass,N,SK,8473.30.1180,5.8900,1,D0,,0.000,0.000,0,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,653016010,PP,SL,,,GEL-7528 SMD CONTACTS BOARD COLRUYT,,,,,Material,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654826011,,SL,,,GEL-4889 SMD MOTHER B.USB MAGER GFS4170,,,,,,HHS,35000,350000003035031,HHS RUGGED,Marciano Other,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654826021,,SL,,,GEL-4921 SMD MOTHER B.RS232 GFS4150-9,,,,,,HHS,35000,350000003035031,HHS RUGGED,Marciano Other,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654838011,,SL,,,GEL-4901 SMD BUZZER B. MARCIANO,,,,,,HHS,41800,418000003041831,HHS OTHER,Retail HH Accessorie,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664792031,,SL,,,GEL-4909 MOTHERBOARD PM8300-DK910 SB5089,,,,,,HHS,41400,414000003041431,HHS RUGGED,PowerScan 83XX Mobil,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664826011,,SL,,,GEL-4889 MOTHER B.USB MAGER GFS4170,,,,,,HHS,35000,350000003035031,HHS RUGGED,Marciano Other,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664826021,,SL,,,GEL-4921 MOTHER B.RS232 IMAGER GFS4150-9,,,,,,HHS,35000,350000003035031,HHS RUGGED,Marciano Other,,,,0.0000,0,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,700437201,ST,SL,,,GMC-4372 HEAD ASSY PD8530 WA,,,,,Sub-Assy,HHS,PD850,PD850OTHERCOMPNT,HHS OTHER,PS 85XX D Other RM/S,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001598,ST,RC,SK,,FLEX STRIP WITH LEDS,,,,F,Sub-Assy,HHS,PD830,PD830SPARESPARES,HHS OTHER,PS 83XX D Spares,N,CN,8473.30.5100,10.8200,1,DD,,5.000,2.417,72,0.000,5.000,3.000,0.000,0.000,1.000,2.000,1.000,2.000,0.000,5.000,1.000,9.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001601,ST,RC,SK,,FLAT CABLE KIT 10-8P LP (10 PCS),,,,F,Internal Cables,HHS,PD830,PD830SPARESPARES,HHS OTHER,PS 83XX D Spares,N,IT,8544.42.9090,9.2700,1,DD,,1.000,6.750,1800,0.000,3.000,5.000,10.000,1.000,12.000,6.000,0.000,22.000,5.000,2.000,10.000,5.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001602,ST,RC,SK,,FRONT GLASS ASSEMBLY DRAGON 131 (10 PCS),,,,F,Sub-Assy,HHS,PD830,PD830SPARESPARES,HHS OTHER,PS 83XX D Spares,N,IT,8473.30.5100,29.3700,1,DD,,0.000,0.000,0,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001607,ST,RC,SK,,FLEX STRIP WITH LED & CONTACT,,,,F,Sub-Assy,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,CN,8473.30.5100,34.0100,1,DD,,36.000,17.250,300,28.000,12.000,26.000,20.000,8.000,13.000,21.000,10.000,23.000,25.000,14.000,28.000,7.000,6.000,6.000,6.000,6.000,6.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001613,ST,RC,SK,,HANDLE ELECTRONIC BOARD,,,,F,CM - PCBA,HHS,PD830,PD830SPARESPARES,HHS OTHER,PS 83XX D Spares,N,SK,8473.30.1140,46.3700,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001619,ST,RC,SK,,"PCBA,CONTACT BOARD TO SCANNER",,,,F,CM - PCBA,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,SK,8473.30.1180,16.6200,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001621,ST,RC,SK,,FLAT CABLE KIT 10P L=100 (10 PCS),,,,F,Internal Cables,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,IT,8544.42.9090,9.2800,1,DD,,0.000,2.500,0,1.000,0.000,0.000,0.000,0.000,8.000,5.000,1.000,0.000,13.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001748,AX,RC,VN,,KYMAN KEYBOARD 36K+OVERLAY (3 PCS),,,,F,CM - Finished Goods,MOB,KYMAN,KYMANSPARESPARES,MC OTHER,Kyman Spares,N,IT,8473.30.5100,44.3800,1,ST,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001813,ST,RC,SK,,JOYA/JOYA+ READER ASSY+GREEN SPOT(5 PCS),,,,F,CM - Finished Goods,MOB,JOYA*,JOYA*SPARESPARES,MC SA OTHER,Joya Spares,N,IT,8473.30.5100,38.6500,1,D0,,0.000,0.000,0,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001825,ST,RC,SK,,JOYA  DISPLAY GLASS(10 PCS),,,,F,CM - Finished Goods,MOB,JOYA*,JOYA*SPARESPARES,MC SA OTHER,Joya Spares,N,IT,8473.30.5100,19.0300,1,D0,,0.000,0.000,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001863,AX,RC,VN,,LASER MODULE XLR,,,,F,CM - Finished Goods,MOB,KYMAN,KYMANSPARESPARES,MC OTHER,Kyman Spares,N,MX,8473.30.5100,163.8700,1,ST,,38.000,9.417,189,18.000,8.000,6.000,8.000,10.000,7.000,14.000,4.000,16.000,7.000,13.000,14.000,6.000,9.000,10.000,9.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001903,OB,RC,SK,,SKORPIO NUMERIC KEYPAD+OVERLAY (3+2),,,,F,CM - Finished Goods,MOB,SKORP,SKORPSPARESPARES,MC OTHER,Skorpio Spares,N,HK,8473.30.5100,49.4700,1,ST,,0.000,0.083,0,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001966,OB,RC,SK,,SKORPIO NUMERIC KEYBOARD,,,,F,CM - Finished Goods,MOB,SKORP,SKORPSPARESPARES,MC OTHER,Skorpio Spares,N,MY,8537.10.9070,111.3000,1,DD,,0.000,0.083,0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001992,AX,RC,VN,,"BU BATTERY  (5 PCS.), ELF, SX3",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8507.60.0020,32.1600,1,DD,,0.000,0.833,0,11.000,0.000,0.000,0.000,0.000,0.000,4.000,5.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890001993,AX,RC,VN,,"CAMERA, ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,CN,8473.30.5100,30.1300,1,DD,,0.000,0.417,0,0.000,0.000,1.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890002003,AX,RC,VN,,"HSDPA-GSM-GPS CARD, ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8473.30.5100,131.0900,1,DD,,2.000,1.250,0,0.000,0.000,3.000,1.000,1.000,0.000,5.000,2.000,0.000,1.000,0.000,0.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890002007,AX,RC,VN,,"INTERCONNECT PCB, ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8473.30.1180,73.6900,1,DD,,10.000,1.667,180,5.000,0.000,5.000,1.000,2.000,1.000,2.000,0.000,1.000,1.000,1.000,4.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890002018,AX,RC,VN,,"FRONT ENCLOSURE KIT ALPHA/NUM. REL 2,ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8473.30.5100,36.2300,1,DD,,12.000,1.417,540,16.000,1.000,2.000,2.000,1.000,1.000,0.000,1.000,4.000,2.000,0.000,0.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890002097,AX,RC,VN,,"LINEAR LASER GLASS (5 PCS.), ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8473.30.5100,36.6400,1,DD,,3.000,0.167,120,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890002098,AX,RC,VN,,"2D LASER GLASS (5 PCS.), ELF",,,,F,CM - Finished Goods,MOB,ELFX3,ELFX3SPARESPARES,MC OTHER,Elf X3 Spares,N,VN,8473.30.5100,36.6400,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890501015,AX,RC,VN,,"PART, UPPER ENCL, NUMERIC, FALCON X3",,,,F,CM - Finished Goods,MOB,FALX3,FALX3SPARESPARES,MC OTHER,Falcon X3 Spares,N,VN,8473.30.5100,21.1700,1,DD,,30.000,4.083,276,13.000,5.000,5.000,3.000,4.000,4.000,2.000,6.000,2.000,3.000,10.000,2.000,3.000,4.000,3.000,5.000,4.000,5.000,5.000,4.000,0.000,0.000,0.000,0.000,0.000
1000,890501039,AX,RC,VN,,"PART,MOUNT,LSR W/GRN SPOT,QTY3,FX3",,,,F,CM - Finished Goods,MOB,FALX3,FALX3SPARESPARES,MC OTHER,Falcon X3 Spares,N,VN,8473.30.5100,12.2100,1,D0,,0.000,0.083,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,890501041,AX,RC,VN,,"PART, SCAN MODULE, 2D, FALCON X3",,,,F,CM - Finished Goods,MOB,FALX3,FALX3SPARESPARES,MC OTHER,Falcon X3 Spares,N,CN,8473.30.5100,124.1700,1,DD,,19.000,3.500,114,3.000,1.000,4.000,0.000,4.000,3.000,9.000,2.000,5.000,2.000,4.000,3.000,5.000,3.000,4.000,3.000,3.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000016,ST,RC,SK,,HINGES FOR OM-3000/BC-8000 (10+10PCS),,,,F,Sub-Assy,HHS,PM830,PM830SPARESRVACCES,HHS OTHER,PS 83XX Mob Spares S,N,IT,8473.30.5100,5.0200,1,DD,,0.000,0.667,0,13.000,5.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000026,AX,RC,SK,DL00,INTERNAL MECHANICAL KIT,,,,F,Sub-Assy,HHS,PD850,PD850SPARESPARES,HHS OTHER,PS 85XX D Spares,N,IT,8473.30.5100,19.7100,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000027,ST,RC,SK,,WINDOW POWERSCAN 85XX (10PCS),,,,F,Sub-Assy,HHS,PD850,PD850SPARESPARES,HHS OTHER,PS 85XX D Spares,N,IT,8473.30.5100,83.0900,1,DD,,0.000,0.583,0,7.000,1.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000044,ST,RC,SK,,TOP BODY CAP M8300-DK,,,,F,Sub-Assy,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,IT,8473.30.5100,16.2300,1,DD,,0.000,3.000,0,111.000,0.000,1.000,0.000,0.000,26.000,1.000,0.000,0.000,7.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000047,ST,RC,SK,,KEYPAD M8300-DK (5 PCS),,,,F,Keypads,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,CN,8537.10.9070,23.9600,1,DD,,0.000,0.167,0,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000051,ST,RC,SK,,FLEX STRIP WITH LED & CONTACT PM8500,,,,F,Sub-Assy,HHS,PM850,PM850SPARESPARES,HHS OTHER,PS 85XX Mob Spares,N,IT,8534.00.0080,27.0500,1,DD,,7.000,1.583,360,5.000,1.000,0.000,5.000,2.000,0.000,8.000,0.000,0.000,2.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000
1000,891000052,ST,RC,SK,,HANDLE ELECTRONIC BOARD M8500,,,,F,CM - PCBA,HHS,PM850,PM850SPARESPARES,HHS OTHER,PS 85XX Mob Spares,N,SK,8473.30.1180,64.9200,1,DD,,12.000,2.333,420,12.000,9.000,4.000,2.000,5.000,1.000,1.000,1.000,0.000,1.000,3.000,1.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000055,ST,RC,SK,,OPTICAL ASSY P8500 STD,,,,F,Sub-Assy,HHS,PM850,PM850SPARESPARES,HHS OTHER,PS 85XX Mob Spares,N,SK,8473.30.5100,108.5900,1,DD,,19.000,2.500,189,10.000,5.000,2.000,0.000,2.000,4.000,5.000,2.000,5.000,3.000,0.000,2.000,0.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000
1000,891000094,ST,RC,SK,DL00,CABLE RETAINER - SPACER (5PCS),,,,F,External Cables,HHS,PD830,PD830SPARESRVACCES,HHS OTHER,PS 83XX D Spares Ser,N,CN,8473.30.5100,5.0200,1,DD,,0.000,7.583,0,2.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,40.000,40.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000095,ST,RC,SK,,PWRSCAN TRIGGER & SPRING ACTUATOR QTY 5,,,,F,CM - Finished Goods,HHS,PD8A0,PD8A0SPARESPARES,HHS OTHER,PS 83XX D AR Spares,N,IT,8473.30.5100,6.9600,1,DD,,0.000,4.667,0,2.000,0.000,5.000,3.000,0.000,21.000,6.000,0.000,9.000,2.000,5.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,891000183,ST,RC,SK,DLSS,HEAD ELEC. ASS. 910MHZ M8300-DK SB5089,,,,F,Sub-Assy,HHS,PM830,PM830SPARESPARES,HHS OTHER,PS 83XX Mob Spares,N,SK,8473.30.1140,85.0200,1,DD,,0.000,16.000,0,0.000,25.000,0.000,10.000,15.000,0.000,69.000,0.000,20.000,0.000,28.000,2.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,90ACC1920,ST,PF,,DL00,PG12-10P35-US SH3672 POWER SUPPLY,,,,E,Power Supply,HHS,HHIND,HHINDACCESPOWER,HHS RUGGED,HHS Acc Ind Acces Pw,N,CN,8504.40.7001,7.6000,1,DD,,"6,969.000",714.167,4,79.000,505.000,280.000,581.000,83.000,782.000,"2,786.000","2,523.000",208.000,350.000,212.000,190.000,70.000,550.000,533.000,563.000,651.000,586.000,538.000,692.000,514.000,568.000,668.000,514.000,592.000
1000,91ACC0650,ST,PF,SK,,TERM. UNLOCK MAGNETS(5PCS),,,,F,CM - Finished Goods,MOB,JOYA*,JOYA*ACCESOTHERACC,MC STORE AUTOMATION,Joya Acces Other,N,IT,8473.30.5100,19.7100,1,DD,,0.000,0.000,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,91ACC1000,ST,PF,SK,DL00,POWER SUPPLY 12 V 300 W,,,,F,CM - Finished Goods,MOB,JOYA*,JOYA*ACCESOTHERACC,MC STORE AUTOMATION,Joya Acces Other,N,CN,8504.40.7001,177.3900,1,DD,,0.000,0.000,0,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,94A051016,ST,PF,SK,,CAB-421 USB TYPE A-B-MINI STRAIGHT,,,,F,External Cables,MOB,MEMX3,MEMX3ACCESCABLES,MC SEMI RUGGED,Memor X3 Acces Cable,N,IT,8544.11.0030,6.9600,1,ST,,0.000,2.500,0,11.000,5.000,2.000,4.000,0.000,0.000,0.000,1.000,0.000,2.000,8.000,3.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,94A051020,ST,PF,SK,,CAB-427 RS232 NULL MODEM CABLE,,,,F,External Cables,MOB,MOBBU,MOBBUACCESCABLES,MC OTHER,MOB BU Acces Cables,N,IT,8544.11.0030,9.2700,1,ST,,0.000,4.917,0,19.000,4.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,8.000,14.000,11.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,94A051973,ST,PF,,,"CABLE, RS232 HANDYLINK, HOST",,,,E,External Cables,MOB,MOBBU,MOBBUACCESCABLES,MC OTHER,MOB BU Acces Cables,N,SK,8544.11.0030,10.5400,1,DD,,166.000,26.417,22,9.000,150.000,0.000,7.000,0.000,10.000,3.000,140.000,0.000,0.000,6.000,1.000,0.000,16.000,14.000,13.000,15.000,15.000,12.000,15.000,12.000,12.000,15.000,12.000,15.000
1000,94A151114,AX,PF,VN,DLSS,DL-SKORPIO MULTI BATTERY CHARGER,,,,F,CM - Finished Goods,MOB,SKORP,SKORPACCESBASES,MC OTHER,Skorpio Acces Base S,N,VN,8504.40.9580,48.0400,1,ST,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,94ACC0057,AX,PF,VN,,ELF HANDSTRAP SB4544,,,,F,Case/Accessories,MOB,ELFX3,ELFX3ACCESCASES,MC PDA,Elf X3 Acces Cases/H,N,,,2.6500,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,94ACC0063,ST,PF,SK,,SOFTCASE HEAVY DUTY W/SHOULDER STRAP FX3,,,,F,CM - Finished Goods,MOB,FLX3+,FLX3+ACCESCASES,MC FULLY RUGGED,Falcon X3+ Acces Cas,N,FR,4202.92.9100,61.4500,1,DD,,2.000,8.333,360,2.000,3.000,11.000,5.000,0.000,0.000,37.000,8.000,12.000,9.000,3.000,7.000,5.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
